ratio,n_samples,far_gate_pct,static_pct,good_far_pct,overlap_pct,iou,f1,precision,recall,psnr_full,psnr_far_gate,psnr_static_far,psnr_static_good,mae_static_far,score_static_far
0.5,40,73.58218358981328,30.709224342838287,22.177030768359824,14.91146608793581,0.38437802595254517,0.5460479386772599,0.48987473480073473,0.6605532356154317,20.04346362798976,19.446219207040137,22.88268405623752,39.928029833056584,11.711562633514404,64.4134202811876
0.8,40,58.7855808613365,23.247746695681258,17.206788193460817,11.227378045072452,0.3656981526028672,0.5237133004677579,0.48024001972536806,0.6288549907825598,20.04346362798976,19.277787096518743,22.510297561397984,40.011771914396775,12.444730496406555,62.55148780698991
1.0,40,50.11777691059039,19.38381831920713,14.586709930602403,9.379178349833765,0.3599384461230369,0.5162262107923338,0.4820914472709742,0.6151983635457295,20.04346362798976,19.201022113251913,22.483710280052357,40.147942215357034,12.489739495515824,62.41855140026178
1.2,40,42.164152111438575,15.959189905262546,12.268873606412992,7.753287273617726,0.35508242772698284,0.5091393618086061,0.48554354123790605,0.6031039134154319,20.04346362798976,19.214307374920615,22.607609589494764,40.186413463036025,12.277279070019722,63.03804794747382
1.5,40,33.79855149391076,12.594844857908432,9.849325838404043,6.108161186083923,0.34739841250705605,0.49916500895997284,0.4902257398388358,0.5873421011507063,20.04346362798976,19.22079807133425,22.687553508271453,40.19854279653116,11.761945521831512,63.43776754135726
2.0,40,24.49317847283593,9.11247667454414,7.143535028675087,4.4378372826687436,0.3457669992739186,0.49360258143559965,0.4912337679755819,0.5820420169441137,20.04346362798976,19.316607917101067,22.95532217615915,40.168157714109824,11.376149821281434,64.77661088079574
2.5,40,19.03868123430516,7.1320978451314465,5.531017582716476,3.4274498418761943,0.34264313690526055,0.4873376601426898,0.48675386179650915,0.5774964464171883,20.04346362798976,19.45121103560387,23.194634260320566,40.08681710483402,11.289223438501358,65.97317130160283
3.0,40,14.944329534942291,5.733596021717012,4.44071990957448,2.7860375922957914,0.3471225526053779,0.49226082870384,0.4941192043619413,0.5803488499748264,20.04346362798976,19.555392662849435,23.608091281567475,40.05528390095283,11.028161728382111,68.04045640783738
3.5,40,12.499763479328704,4.903843833648012,3.835793375953788,2.45011807769585,0.35610739309337797,0.5007651565572139,0.5129940752492621,0.5793410020371043,20.04346362798976,19.652873654682857,23.979370017999376,40.20551621905089,11.07298541367054,69.89685008999687
